date;tonepr;rate_shock_abs;rate_shock_rel;close;spread;toneev;year;trans;trust
2016-12-16;-5.224522362458913;0.0;0.0;314.42;0.01908457653936324;-10.21635928922999;2016.0;7.3;0.42
2017-02-03;-5.9721028675411585;0.0;0.0;320.25;0.07809449830720183;;2017.0;7.3;0.42
2017-03-24;-5.976451086367306;-0.25;-0.025;324.7;0.04928839974098764;-10.138329717317736;2017.0;7.3;0.42
2017-04-28;-5.210824359417417;-0.5;-0.05128205128205128;330.49;0.08173026442142017;;2017.0;7.3;0.42
2017-06-16;-7.684616045968005;-0.25;-0.02702702702702703;334.31;0.029916831432341695;-10.174987300916666;2017.0;7.3;0.42
2017-07-28;-6.918267496173502;0.0;0.0;336.14;0.06844729082056134;;2017.0;7.3;0.42
2017-09-15;-6.072034536617264;-0.5;-0.05555555555555555;341.75;0.1346919856946016;-9.913927689711187;2017.0;7.3;0.42
2017-10-27;-6.287036696946749;-0.25;-0.029411764705882353;347.39;0.0374289214764012;;2017.0;7.3;0.42
2017-12-15;-5.998248009886979;-0.5;-0.06060606060606061;348.65;-0.07454556225710007;-11.196960498692725;2017.0;7.3;0.42
2018-02-09;-6.40168897461733;-0.25;-0.03225806451612903;362.24;0.06075166563572765;;2018.0;8.3;0.37
2018-03-23;-5.552171264241019;-0.25;-0.03333333333333333;367.67;0.048968932911730434;-9.722331379666493;2018.0;8.3;0.37
2018-04-27;-8.344887492231209;0.0;0.0;367.06;-0.010896807246307816;;2018.0;8.3;0.37
2018-06-15;-6.937044868810563;0.0;0.0;370.35;-0.06208413949702063;-10.920530030516973;2018.0;8.3;0.37
2018-07-27;-6.639924651131021;0.0;0.0;370.47;0.01889670258163889;;2018.0;8.3;0.37
2018-09-14;-5.499105185917293;0.25;0.034482758620689655;361.89;-0.03315375082166838;-9.192992045232284;2018.0;8.3;0.37
2018-10-26;-6.2786430083184674;0.0;0.0;367.18;0.1471750831191443;;2018.0;8.3;0.37
2018-12-14;-5.679919386241783;0.25;0.03333333333333333;369.16;-0.059577005038846664;-7.632125887131304;2018.0;8.3;0.37
2019-02-08;-5.475785033299253;0.0;0.0;375.85;-0.06649378528127414;;2019.0;8.3;0.31
2019-03-22;-5.7346427736625945;0.0;0.0;380.4;0.031550718040573855;-10.016770691126686;2019.0;8.3;0.31
2019-04-26;-6.678236802449574;0.0;0.0;383.83;-0.03386342652094143;;2019.0;8.3;0.31
2019-06-14;-6.502453963007931;-0.25;-0.03225806451612903;391.78;0.005105036119257278;-9.733010654624428;2019.0;8.3;0.31
2019-07-26;-5.605500660743724;-0.25;-0.03333333333333333;398.76;0.1405340524406995;;2019.0;8.3;0.31
2019-09-06;-6.1386284035321;-0.25;-0.034482758620689655;405.12;0.14574201307562262;-10.698152053449343;2019.0;8.3;0.31
2019-10-25;-5.659736793525415;-0.5;-0.07142857142857142;414.71;0.0989131695463108;;2019.0;8.3;0.31
2019-12-13;-5.856208063622333;-0.25;-0.038461538461538464;421.03;0.09267290693779628;-9.722331379666493;2019.0;8.3;0.31
2020-02-07;-5.802286649755642;-0.25;-0.04;428.38;0.07005581399477379;-9.915323569061155;2020.0;9.3;0.33
2020-03-20;-7.266085381653717;0.0;0.0;414.33;0.8483254132390705;-10.205676920261244;2020.0;9.3;0.33
2020-04-24;-5.782680159706497;-0.5;-0.08333333333333333;431.64;0.24819952199433004;-9.803209180032225;2020.0;9.3;0.33
2020-06-19;-6.434003367385446;-1.0;-0.18181818181818182;443.78;0.3340559263988574;-9.963173466248813;2020.0;9.3;0.33
2020-07-24;-5.680871983653693;-0.25;-0.05555555555555555;446.1;0.04484305007883549;-9.705252163864218;2020.0;9.3;0.33
2020-09-18;-5.744939403606884;0.0;0.0;449.11;-0.07790155863203196;-10.967771002417372;2020.0;9.3;0.33
2020-10-23;-5.745142552313896;0.0;0.0;452.02;0.05974971685995811;-9.921480153055429;2020.0;9.3;0.33
2020-12-18;-5.594341555113335;0.0;0.0;457.29;0.1159674108412112;-11.264777825907192;2020.0;9.3;0.33
2021-02-12;-5.820539028880425;0.0;0.0;458.86;-0.054468012283770406;-9.069334875552832;2021.0;9.8;0.32
2021-03-19;-5.35674170552608;0.25;0.058823529411764705;456.75;-0.12471694156523938;-10.470124590598552;2021.0;9.8;0.32
2021-04-23;-5.530048451384542;0.5;0.1111111111111111;456.11;0.008770198869889612;-10.174987300916666;2021.0;9.8;0.32
2021-06-11;-4.922596202198059;0.5;0.1;456.06;0.006578298196657784;-9.196092175684607;2021.0;9.8;0.32
2021-07-23;-5.530025961481919;1.0;0.18181818181818182;455.75;-0.030713878526800187;-10.152931560437057;2021.0;9.8;0.32
2021-09-10;-5.912915441521447;0.25;0.038461538461538464;460.5;-0.021713169122339337;-10.814859030199935;2021.0;9.8;0.32
2021-10-22;-5.860373883757887;0.75;0.1111111111111111;458.22;-0.0828952295456098;-11.27328322686143;2021.0;9.8;0.32
2021-12-17;-6.725061219611949;1.0;0.13333333333333333;450.64;0.16434587393314715;-10.478622411220408;2021.0;9.8;0.32
